N,P,K,temperature,humidity,ph,rainfall,label
13,48,20,24.8145,43.6906,4.231,30.7606,mothbeans
89,34,43,30.2341,87.414,4.5842,204.88,rubber
108,46,66,28.053,69.5763,6.6174,84.1717,chilli
12,29,28,28.3493,47.3948,6.8552,96.8845,mango
11,121,192,22.015,91.19,6.4857,103.2437,apple
43,37,37,29.4549,60.6536,6.6662,51.9501,sorghum
88,49,131,20.519,64.139,5.8761,117.1051,tobacco
27,10,31,28.4526,95.2091,6.2848,200.6063,coconut
22,24,32,29.1661,45.8836,5.2636,97.9083,mango
96,84,45,25.5772,77.6224,5.5219,97.7891,banana
63,36,116,26.7344,70.7765,6.5472,152.2658,turmeric
47,29,28,30.9362,58.7074,6.6064,50.1756,sesame
32,77,57,27.5685,76.5278,6.977,94.1679,soybeans
15,16,34,28.9063,93.3132,5.4721,224.2449,coconut
43,39,48,19.4493,57.4476,6.5151,51.9068,barley
83,16,45,28.4549,93.0268,6.2449,29.4436,muskmelon
70,61,46,15.4376,69.0744,6.7385,97.1939,wheat
71,44,34,20.9354,59.7815,5.8905,82.5747,maize
82,86,46,25.9037,82.0788,5.6188,100.3038,banana
96,15,53,28.321,94.1732,6.4723,21.3472,muskmelon
47,42,26,29.83,55.7559,7.8809,32.3298,cumin
35,134,197,32.5991,83.5121,5.7748,65.4201,grapes
53,33,63,15.8641,47.5305,7.2468,61.3242,barley
74,42,36,20.174,88.1523,5.5099,245.4696,rice
80,49,92,26.232,81.3437,6.335,220.5078,ginger
61,31,96,28.3148,73.5266,6.6428,156.96,turmeric
11,12,37,20.8311,86.0043,6.0267,106.5062,pomegranate
96,24,70,26.8599,71.9829,5.1296,286.1414,pepper
59,69,40,22.9055,59.6226,6.0347,66.6986,wheat
98,13,54,24.4774,82.9985,6.1016,45.8826,watermelon
79,47,120,29.8438,82.5668,6.0852,152.0933,turmeric
50,44,37,34.8864,50.4498,7.0006,44.1818,sorghum
38,63,20,25.0593,69.4553,7.2604,68.3131,blackgram
32,61,76,20.1675,14.3972,6.5053,36.7999,chickpeas
17,53,24,28.603,51.0066,8.2947,45.9234,mothbeans
12,23,35,25.5601,95.4497,6.1394,137.5528,coconut
112,49,126,18.7433,79.6874,5.4124,81.6202,potato
47,54,45,28.2126,90.5418,6.8174,237.7428,papaya
88,34,40,29.5738,80.725,5.7581,216.4604,rubber
44,33,24,33.1188,42.6419,5.6884,46.1042,millets
74,40,41,25.2978,83.4835,6.0338,204.7264,rice
22,15,44,21.5557,87.2608,6.5303,100.6989,pomegranate
118,46,61,23.3575,65.0506,6.4605,63.8879,chilli
88,76,53,27.2997,78.2879,5.8982,97.925,banana
57,30,30,26.3985,62.747,6.8244,70.2208,sorghum
87,49,68,28.9721,75.5815,6.3375,66.8588,tomato
38,61,41,21.3031,62.8853,6.5794,61.1192,peas
29,14,44,23.1659,90.2762,6.1968,109.1756,pomegranate
41,60,50,33.9963,93.8604,6.7469,242.6147,papaya
110,17,29,26.7893,61.8825,6.6151,162.1481,coffee
21,55,41,25.299,59.0786,6.7185,61.798,groundnut
80,63,34,21.8851,67.1533,6.8401,77.0208,wheat
67,50,30,20.9614,63.1094,6.3656,52.4924,mustard
11,20,40,23.006,92.0942,6.4514,103.1003,pomegranate
86,19,55,25.6434,82.6598,6.5821,41.8353,watermelon
30,10,9,28.5857,93.8772,6.5556,115.1505,orange
55,45,95,23.8587,62.5642,5.588,94.2115,sweetpotato
39,68,60,25.0709,68.8234,6.8662,88.9738,soybeans
70,31,112,28.724,74.7349,6.4277,238.0966,turmeric
128,22,86,21.4199,78.0874,6.0377,285.995,cardamom
118,57,78,19.644,84.6428,6.2463,59.5132,cabbage
19,23,29,28.4134,45.3412,4.8387,96.6677,mango
83,78,50,25.8332,79.4594,5.6205,92.1502,banana
44,56,81,15.4943,18.3618,5.8946,31.1397,chickpeas
20,123,191,21.314,94.0759,5.5966,120.1041,apple
13,12,11,26.0336,94.2002,6.965,114.2155,orange
12,16,38,23.6889,93.0992,5.8537,103.9802,pomegranate
57,29,32,28.2369,47.5573,6.5514,46.0213,millets
67,39,34,22.1867,68.3961,6.4269,71.4011,maize
46,26,22,33.9867,58.9842,6.0031,32.6067,sesame
104,42,88,31.3031,74.9415,7.1185,158.2772,sugarcane
30,128,192,21.374,90.1606,5.9032,122.136,apple
46,32,63,15.6407,45.248,6.1736,50.0866,barley
31,70,44,14.7778,74.7615,6.4867,66.8894,peas
24,59,15,24.1148,44.1393,7.745,31.8594,mothbeans
109,45,143,15.7258,82.1861,5.4446,77.1319,potato
25,66,25,18.3756,59.2676,6.586,152.5114,pigeonpeas
16,7,8,29.3031,92.1927,6.3044,116.4897,orange
48,65,76,20.504,14.6594,6.1774,34.103,chickpeas
23,63,23,15.5194,23.6399,5.927,116.5813,kidneybeans
28,70,56,17.8563,68.3945,7.0355,70.8584,peas
49,36,33,30.0444,54.2234,5.6083,48.5366,sesame
37,60,79,15.3932,16.8592,7.2913,31.1544,chickpeas
64,42,64,21.3834,62.27,6.7521,53.8962,garlic
86,57,40,23.5218,60.1183,7.265,68.5046,sunflower
48,33,24,18.6148,63.9282,6.0617,67.2027,coriander
122,29,50,21.5979,77.4633,4.8245,257.3293,tea
98,21,32,23.8542,51.1755,6.408,192.7898,coffee
60,33,62,26.0846,84.2583,5.8014,237.9583,rubber
99,40,74,17.1174,74.2635,6.7042,64.0457,cabbage
97,53,144,17.4907,74.019,5.4421,88.5719,potato
73,42,44,23.7783,85.07,6.4381,208.1152,rice
103,45,35,23.9944,83.1292,7.4463,67.3755,cotton
35,68,38,25.9994,67.6422,6.8879,75.024,soybeans
78,59,62,12.5425,66.1982,6.3202,43.0163,garlic
122,30,75,34.2842,62.2248,6.5329,173.1965,sugarcane
61,54,71,23.9021,63.8859,6.8599,69.1774,onion
21,67,17,26.3376,64.6445,6.1942,139.6802,pigeonpeas
23,45,18,27.78,51.1652,6.5424,49.8659,mothbeans
76,45,69,16.3345,60.8378,6.6413,52.6517,garlic
122,39,89,15.2932,78.1844,5.2456,257.8687,cardamom
113,29,64,21.5544,86.1009,5.2797,298.9396,cardamom
87,34,119,25.549,72.0457,6.1639,183.8866,turmeric
62,57,42,25.5286,57.0044,6.013,61.4291,sunflower
59,40,38,29.0114,49.5134,7.1337,44.7917,sorghum
27,65,23,17.1956,61.2051,6.0376,35.4484,lentil
115,34,64,27.0622,70.4161,5.5064,214.4042,sugarcane
13,10,15,17.0802,94.7729,6.1097,118.7283,orange
11,138,194,23.7574,90.1553,6.15,112.5325,apple
32,36,29,30.6829,61.2242,6.4268,43.4475,sesame
99,53,140,16.615,74.471,5.675,77.3941,potato
106,25,25,24.132,52.6222,6.5825,186.4851,coffee
23,14,14,17.329,94.9777,6.889,106.6902,orange
104,42,72,17.9667,74.436,6.1657,74.5433,cabbage
95,42,61,26.8768,63.0275,6.5694,87.4821,chilli
87,57,77,16.4911,80.4489,6.6563,77.3694,cauliflower
28,25,25,34.1757,54.8077,5.6463,90.7837,mango
82,33,94,27.7338,77.59,6.5119,180.2222,turmeric
71,43,90,24.1398,79.2558,6.4471,289.6111,ginger
122,27,62,20.4529,84.8671,4.5629,214.0719,tea
11,21,31,27.2726,49.6864,6.5178,90.9909,mango
60,46,106,30.3072,72.8557,5.8226,232.4405,turmeric
99,15,27,27.5539,61.7709,7.3045,162.752,coffee
12,48,23,27.5628,81.0429,6.5273,54.1668,mungbean
13,17,42,20.3925,86.4303,5.89,104.8036,pomegranate
85,50,124,21.5616,67.3127,6.4446,101.7484,tobacco
57,42,29,17.7932,58.7798,6.9962,35.1112,mustard
107,48,126,17.8355,79.4977,5.0916,60.7878,potato
120,40,148,15.8356,76.5911,5.2155,86.7378,potato
129,46,42,22.4043,82.2114,7.9681,95.2467,cotton
87,10,48,27.8877,91.7126,6.3612,29.8905,muskmelon
98,49,110,26.0678,68.7685,5.6997,112.2493,tobacco
107,45,137,15.5704,75.4519,5.1333,78.3951,potato
31,65,80,20.5289,16.7406,6.0863,30.8173,chickpeas
49,41,105,23.3685,62.8119,6.1202,87.0231,sweetpotato
64,33,34,24.6502,51.4594,6.5215,58.6841,mustard
24,20,9,20.9522,91.2372,6.8312,100.7179,orange
46,34,30,28.4054,56.6694,6.7168,57.9319,sesame
46,34,26,27.143,54.8329,7.4725,63.463,sorghum
71,40,35,25.2957,88.5002,5.9504,249.2288,rice
88,57,73,21.5701,63.6324,6.8763,50.809,onion
58,48,79,17.2627,69.7402,6.5404,59.5577,garlic
80,43,73,23.655,77.8325,6.2559,59.5825,tomato
44,35,25,20.6276,52.486,7.9962,33.7037,cumin
82,40,68,19.8346,76.5313,6.5987,67.9492,cabbage
100,76,53,25.3516,80.2485,5.7827,97.6496,banana
24,73,16,27.1941,48.5992,5.8426,99.4137,pigeonpeas
61,44,37,25.6576,62.1472,7.4292,51.0569,sorghum
37,58,25,30.2357,60.1649,7.4129,65.1655,blackgram
22,20,44,22.7273,94.6045,5.9453,100.2436,pomegranate
42,55,50,39.4985,91.0642,6.6292,242.5345,papaya
48,51,47,39.6915,92.2787,6.5715,230.5688,papaya
24,45,25,27.6072,87.8107,6.8503,45.7738,mungbean
10,70,24,23.5775,60.5996,6.2848,104.2408,pigeonpeas
88,59,52,26.1131,67.5684,6.6945,93.267,chilli
26,131,199,22.4082,94.9661,6.2628,101.5583,apple
51,40,28,29.852,41.1484,6.7079,58.1953,millets
106,29,80,28.5608,71.4115,5.4806,250.0234,pepper
12,125,194,23.126,93.2338,6.3491,100.6809,apple
85,66,49,20.2848,51.23,6.9093,53.7805,sunflower
99,19,50,29.5348,91.2977,6.2354,26.3019,muskmelon
23,50,46,14.8227,72.0388,7.443,58.7172,peas
15,12,36,23.8108,93.0563,6.471,102.8009,pomegranate
83,43,109,25.2995,80.3367,5.793,213.5807,turmeric
83,52,61,24.7774,67.4677,6.4263,67.3972,tomato
18,50,22,26.6335,56.2063,8.983,61.742,mothbeans
114,54,65,24.4405,69.0558,6.9108,91.0033,chilli
103,20,34,23.4575,61.0924,6.5123,171.3052,coffee
24,56,17,19.8729,67.5577,6.5,45.4641,lentil
25,55,46,24.2587,68.1018,6.7316,91.7537,soybeans
52,40,26,25.917,50.6157,6.9839,74.6787,sorghum
92,22,27,26.1331,57.9635,6.2736,150.7141,coffee
125,39,70,31.5605,62.3176,6.2774,198.8921,sugarcane
68,51,59,22.0253,52.9989,6.6541,54.4568,sunflower
84,35,138,28.6356,62.9497,5.8571,90.2643,tobacco
16,64,19,20.4254,24.3995,5.9403,106.0046,kidneybeans
12,48,19,28.1849,89.5376,7.0581,52.9445,mungbean
14,73,20,29.6017,53.4227,5.7336,130.443,pigeonpeas
39,134,196,37.9999,84.1002,5.8262,73.9108,grapes
28,17,41,19.4383,87.192,6.7635,101.5666,pomegranate
123,34,73,24.4771,82.8513,5.3866,275.4963,cardamom
74,40,41,26.8367,84.0401,6.9712,189.8934,jute
38,34,34,30.4063,40.163,6.0856,36.0141,millets
145,25,52,27.7233,85.3939,5.4917,220.7519,tea
17,28,27,31.0719,45.7357,6.6378,90.8681,mango
68,39,20,30.4667,53.3027,7.3397,61.8532,sorghum
139,30,64,30.7113,63.8626,6.7084,178.9557,sugarcane
33,68,45,22.3454,70.459,6.8626,88.1437,soybeans
93,54,62,20.9186,79.2891,6.4085,53.2636,cabbage
79,36,36,21.1658,85.134,6.4608,211.1537,rice
18,53,20,29.6352,85.3736,6.7215,46.9046,mungbean
115,50,70,23.5351,62.2535,6.4819,65.3901,chilli
13,134,203,23.0849,91.3652,6.2891,105.1017,apple
60,50,40,24.6201,60.7727,6.788,42.3778,mustard
112,46,39,25.2443,79.6635,6.3583,77.5995,cotton
102,51,58,25.2302,63.7444,6.1952,63.0717,chilli
98,57,72,24.262,70.3542,6.4587,69.065,tomato
33,38,20,23.1384,56.5115,6.904,33.9301,cumin
80,32,63,26.9059,82.1259,5.1541,230.1271,rubber
80,52,71,26.2312,71.4324,6.4866,79.5909,tomato
123,35,44,24.9655,77.9978,6.2532,76.8561,cotton
110,15,26,23.8983,57.6889,6.2766,156.3554,coffee
110,50,128,26.6183,62.4819,6.1627,92.3407,tobacco
20,55,51,21.093,70.7035,7.4577,53.2911,peas
107,35,42,25.8641,76.8514,7.4924,88.6426,cotton
85,68,74,20.5898,73.0667,6.6306,66.754,cauliflower
101,41,43,24.1088,75.4027,6.3402,79.2549,cotton
84,7,52,26.3781,80.8564,6.0265,51.634,watermelon
20,65,20,23.6386,57.4274,6.5918,142.452,pigeonpeas
30,124,194,21.3293,92.5308,6.4924,104.9269,apple
18,48,46,27.2094,62.2524,6.9205,81.1221,groundnut
65,45,27,20.2962,68.1339,6.2633,62.0535,maize
46,32,31,20.575,56.8176,7.1861,41.2648,mustard
102,32,139,26.9978,68.5869,5.5993,99.6139,tobacco
27,67,58,20.8047,74.0661,7.438,58.6223,peas
26,51,57,26.3492,67.7639,6.1891,116.3573,soybeans
120,26,62,28.9243,79.9022,5.0804,236.3022,tea
24,58,17,23.6875,62.2101,6.4277,43.9158,lentil
86,5,48,26.3276,88.9615,6.9015,46.8649,watermelon
46,58,81,22.5044,17.1597,7.1629,39.6408,chickpeas
82,55,72,18.6037,64.4005,6.5655,71.0174,onion
58,43,76,20.0128,65.8729,6.8105,40.6932,garlic
95,22,34,27.2083,51.6781,7.3726,196.7383,coffee
34,54,53,20.8127,63.7392,6.9399,52.6702,peas
84,44,42,23.0669,74.7198,6.6747,168.6751,jute
97,76,53,26.1755,76.0923,5.6737,103.1489,banana
64,53,68,18.2108,55.7575,6.2999,55.9364,garlic
63,35,31,22.0682,55.0682,5.9076,85.8486,maize
47,40,24,28.8739,52.4737,5.6249,54.5799,sesame
115,49,43,23.4265,81.4915,6.3051,98.7564,cotton
71,38,35,23.0191,81.4733,5.6767,222.1523,rice
11,47,25,27.3219,52.2521,8.042,65.9499,mothbeans
95,57,73,19.5462,77.1222,6.5396,70.4482,cauliflower
87,52,71,17.9389,79.8425,6.1771,71.7361,cabbage
121,36,69,25.1787,72.2108,6.2051,154.7888,sugarcane
80,50,40,32.7325,88.7096,4.8889,214.0482,rubber
12,127,204,22.6558,91.0056,5.5226,105.8724,apple
22,9,8,32.8508,90.9378,7.4605,100.6458,orange
119,50,68,21.8678,76.4045,6.3329,79.9438,cauliflower
115,47,132,27.4751,68.2002,6.4813,99.9859,tobacco
103,57,76,17.2321,75.5971,6.6437,70.0137,cauliflower
46,48,32,24.1601,46.1339,6.5875,29.9691,cumin
97,59,68,15.4156,71.8931,6.3966,77.8953,cauliflower
15,55,17,18.5941,24.4922,5.6595,80.607,kidneybeans
17,10,43,24.1116,92.1661,6.6172,108.5266,pomegranate
49,34,27,24.1167,64.106,6.3113,35.3077,mustard
68,70,40,26.9842,58.492,6.5021,79.8878,sunflower
18,123,202,23.7536,93.493,6.23,123.018,apple
25,128,196,23.0159,94.3953,6.1095,119.3119,apple
94,30,31,26.6969,61.2777,7.0165,179.1426,coffee
82,65,80,15.3228,70.4853,6.6696,56.7835,cauliflower
110,46,125,26.8486,60.7326,5.5125,108.524,tobacco
97,48,131,15.8407,82.649,5.5666,77.2576,potato
44,53,48,25.5686,92.3898,6.9148,236.5299,papaya
84,36,36,25.3584,84.2268,6.1628,166.6657,jute
87,43,69,18.4486,83.8636,6.0321,50.8574,cabbage
90,36,40,23.4129,85.3614,6.0481,215.7656,rice
31,46,23,22.6263,58.6178,7.252,30.9068,cumin
59,34,37,33.5295,62.642,7.3053,78.5157,sorghum
29,34,35,35.5452,54.8475,4.6038,98.9725,mango
11,10,11,33.6175,92.8396,7.606,103.751,orange
18,5,12,31.6408,91.1425,6.0273,110.9278,orange
119,48,110,23.6808,67.7074,6.1812,117.4271,tobacco
146,26,42,24.0741,83.6255,5.2171,277.0323,tea
85,44,43,26.5921,72.2683,6.1605,157.121,jute
105,37,38,25.0927,77.34,6.6554,79.4718,cotton
11,6,15,23.6495,94.87,7.8558,117.7261,orange
75,31,104,28.173,82.6427,6.0908,162.5477,ginger
53,68,34,17.9443,61.6956,6.1789,64.58,wheat
91,42,134,19.2999,76.9283,5.405,76.4828,potato
77,65,50,23.7798,56.8016,6.1563,65.0776,sunflower
65,59,35,20.0232,63.1714,6.3546,60.928,wheat
106,46,73,29.9457,69.4037,6.2261,57.7713,tomato
17,59,22,15.7807,18.2464,5.6459,126.5745,kidneybeans
116,40,70,26.0617,60.9205,6.8154,67.6388,tomato
54,30,32,17.1785,51.1415,6.9453,35.286,mustard
96,42,67,27.9254,65.0713,6.2019,96.0201,chilli
43,33,47,13.5343,58.7666,6.4357,58.4916,barley
61,56,56,20.5043,61.4724,7.1517,59.8051,sunflower
22,61,17,15.088,18.0655,5.6145,104.066,kidneybeans
78,38,32,24.7993,58.9435,6.5278,82.0107,maize
117,52,56,24.4095,68.4978,6.9107,67.4541,chilli
34,48,31,23.7288,49.5553,7.502,32.1945,cumin
60,39,65,18.9713,47.7098,7.2835,68.0981,barley
27,59,42,25.5836,51.682,6.9284,87.3838,groundnut
50,55,75,15.7686,68.3358,6.6089,57.0524,garlic
86,42,45,23.2566,77.6205,6.0891,154.9107,jute
18,59,16,25.0519,55.0152,8.9156,47.6756,mothbeans
51,70,44,24.7063,62.3056,6.2246,83.5374,wheat
92,78,51,25.8926,83.8454,6.2524,95.6868,banana
66,30,20,20.1655,54.8137,7.455,58.6621,mustard
79,39,32,18.3027,64.2589,6.7571,97.2208,maize
100,27,27,23.1376,56.2876,7.4158,175.5171,coffee
130,24,77,24.617,86.6929,5.3858,218.6141,pepper
108,28,29,26.1004,52.6047,7.1074,193.3122,coffee
27,49,38,26.2638,61.3888,6.2285,67.7064,groundnut
42,50,22,27.697,57.7125,6.9128,36.3864,cumin
26,64,18,19.0018,22.6396,5.5572,101.2221,kidneybeans
49,39,35,32.8213,61.0627,6.8956,41.4049,sorghum
23,56,18,28.5557,68.6398,6.3655,39.7834,lentil
76,48,76,18.017,67.3235,6.4602,53.1262,garlic
85,36,44,24.0444,82.0626,6.3772,201.1009,jute
27,62,33,26.1071,73.2302,6.9197,104.179,soybeans
24,134,204,22.1524,82.1008,5.8649,67.1901,grapes
115,35,89,20.0031,82.275,5.518,299.0105,cardamom
41,38,29,23.8499,56.2274,6.9572,28.7902,cumin
81,10,46,25.6505,81.3548,6.6801,43.7697,watermelon
76,53,64,24.3599,67.2774,6.489,60.3938,onion
77,45,45,23.2807,77.5083,6.6764,180.3743,jute
99,48,80,22.7047,65.5977,6.3613,79.0558,tomato
12,127,191,21.8133,92.6472,5.9131,106.1496,apple
131,20,89,24.9091,82.882,6.352,260.6172,cardamom
121,30,55,29.8804,78.9276,6.1034,264.3863,pepper
10,23,27,25.8477,96.7933,5.0336,188.2498,coconut
58,36,40,15.7139,52.0857,7.2254,49.9968,mustard
86,31,111,25.1585,68.3999,6.0076,98.3465,tobacco
80,47,79,15.6836,70.6293,6.2546,55.8212,cabbage
11,18,6,26.441,92.9793,7.0831,113.8141,orange
19,53,19,25.6051,47.7901,4.6186,41.3734,mothbeans
91,55,67,17.241,71.8318,6.346,67.4182,cauliflower
23,59,23,27.8214,63.5771,7.9095,74.1558,mothbeans
131,29,50,29.7512,78.3575,5.4331,224.4314,tea
21,19,12,18.8833,91.4647,7.0769,104.0524,orange
83,6,48,26.4616,86.4519,6.8106,50.036,watermelon
147,26,47,23.8672,80.4454,5.2762,293.1595,tea
61,56,76,21.6239,61.4499,6.6027,46.9447,garlic
45,34,35,28.6976,56.9409,7.7513,38.4388,cumin
117,51,150,16.3456,79.3852,5.9062,89.6866,potato
19,5,10,33.174,92.4701,7.5954,102.5958,orange
23,20,28,35.9485,47.4408,5.5568,91.6213,mango
60,40,27,21.2888,69.5923,6.7502,95.472,maize
88,46,74,29.1761,64.0506,6.691,76.2659,tomato
17,64,23,22.0226,18.6268,5.8804,132.8316,kidneybeans
45,45,55,30.8694,90.3753,6.954,236.0303,papaya
96,45,78,19.7992,76.1047,6.6791,78.1259,cabbage
45,30,63,14.0096,58.7853,6.0494,46.9128,barley
10,34,28,31.3349,54.6437,5.5524,98.699,mango
13,56,18,28.7677,45.3056,5.0803,44.7329,mothbeans
11,128,203,22.7991,94.2462,5.6041,112.5652,apple
55,43,32,26.5828,54.4762,7.031,60.5568,coriander
15,54,24,27.5105,50.3692,5.4407,65.8619,mothbeans
109,52,67,24.5324,60.2143,6.9833,82.2584,chilli
91,47,107,25.4418,87.7383,5.7021,277.5643,ginger
26,57,24,23.3406,22.2125,5.9417,139.5945,kidneybeans
17,68,18,30.7154,54.1751,5.1073,195.5406,pigeonpeas
27,32,30,33.3684,51.0815,5.644,99.6895,mango
99,42,65,19.474,77.8339,6.8647,69.5519,cabbage
129,35,61,27.7211,81.122,6.0888,263.6662,pepper
78,57,66,16.2086,73.8292,6.5257,69.7825,onion
104,34,114,23.7196,67.3585,6.0139,101.4417,tobacco
62,40,35,26.9624,55.359,5.8805,69.6792,maize
43,47,128,20.1695,62.815,6.1197,97.9291,sweetpotato
40,35,30,34.4378,51.9321,6.5509,37.9307,sesame
57,23,34,26.8721,54.0145,6.3526,51.1509,millets
20,60,19,26.5007,48.2389,9.3724,62.599,mothbeans
50,47,40,20.6013,53.6767,7.3459,38.7452,mustard
73,44,67,26.9198,81.6658,4.8479,256.3517,rubber
97,56,73,19.371,76.6819,6.7297,60.6887,cauliflower
70,50,31,24.3679,56.1263,6.7293,30.941,mustard
89,55,58,22.7623,51.7555,6.4389,67.9865,sunflower
105,53,70,23.1021,64.5459,6.0769,87.1603,chilli
46,49,35,23.6122,59.8748,6.3284,43.0697,mustard
40,36,35,34.1789,56.838,6.3315,41.4032,sesame
64,60,34,17.3311,63.4609,6.3722,83.0318,wheat
30,34,24,30.3227,59.0093,6.3807,55.8282,sesame
40,36,33,32.7831,50.4157,6.0547,41.7418,sorghum
86,17,46,29.7435,92.7184,6.6753,21.4941,muskmelon
123,34,62,29.2492,75.6275,5.2118,233.2032,tea
26,16,5,23.7458,92.5736,7.6337,106.3119,orange
60,37,63,32.0267,80.7795,5.1828,312.5233,rubber
27,48,25,29.2411,86.5997,6.6203,37.9303,mungbean
43,43,49,17.7604,52.5268,6.2375,40.7836,barley
85,20,53,29.8245,91.3836,6.0077,21.2978,muskmelon
34,53,48,15.9987,64.1341,6.0712,63.5631,peas
68,35,28,20.0606,60.6058,5.9223,79.6875,maize
112,59,57,24.57,63.033,6.1635,99.7408,chilli
113,38,37,25.8423,81.7678,6.741,70.1844,cotton
37,38,27,21.8183,55.8484,6.9018,22.0486,cumin
30,47,18,28.3456,83.1777,7.184,46.5025,mungbean
21,57,19,26.6305,62.2076,7.0484,49.1444,mothbeans
134,47,88,30.3643,71.6452,7.0817,221.2479,sugarcane
81,18,55,24.46,85.3748,6.0521,49.3326,watermelon
13,16,44,20.6505,94.7432,5.8366,105.0926,pomegranate
107,46,77,17.7132,71.9144,6.2769,61.964,cabbage
29,73,23,33.6689,56.2944,6.8938,91.2637,pigeonpeas
35,58,81,17.0136,18.5427,7.1346,36.4526,chickpeas
26,22,29,31.7136,49.6278,6.3293,99.811,mango
31,21,39,26.3801,45.1082,6.0054,43.1732,millets
107,44,38,24.0557,83.4149,5.8188,79.7915,cotton
18,50,24,26.2273,44.4242,3.797,69.7746,mothbeans
36,124,200,39.8886,83.2343,5.6461,74.2705,grapes
91,83,49,25.0541,79.5764,5.9869,102.9685,banana
64,64,52,27.3845,50.1672,6.9344,75.5408,sunflower
36,62,48,14.6911,64.0127,6.6439,57.0683,peas
15,28,34,30.4524,51.1903,5.1487,96.5925,mango
100,58,59,24.8044,62.1196,6.7294,64.165,chilli
29,129,199,22.2149,92.7005,6.3994,111.6974,apple
90,45,41,23.4685,78.9861,6.2461,170.6158,jute
42,49,40,18.8746,56.9058,7.331,48.4322,coriander
33,63,80,16.7414,18.9923,6.8268,31.8003,chickpeas
22,56,18,18.5377,24.6579,5.7444,124.3139,kidneybeans
46,47,36,23.1211,55.4692,7.4842,62.4196,coriander
41,49,53,36.8158,91.1645,6.6465,230.8056,papaya
71,53,74,23.8628,63.1151,6.37,71.3854,onion
55,38,20,27.4784,53.7116,6.8688,54.0089,sorghum
14,55,24,19.3661,20.4045,5.9967,89.9084,kidneybeans
45,45,21,23.4777,63.2654,7.0976,65.3966,coriander
21,131,205,37.0411,82.7109,5.8064,71.957,grapes
44,42,31,20.5384,59.3933,7.0875,67.5384,coriander
36,39,23,27.8372,57.1907,7.0396,27.8068,cumin
71,35,35,25.7983,72.4524,6.3684,171.193,jute
30,67,39,26.6462,77.586,6.7283,114.6457,soybeans
11,11,6,24.3119,91.1523,7.9141,112.363,orange
44,40,25,32.1285,55.4765,6.2611,57.3505,millets
35,124,200,29.5474,81.0595,5.7571,68.3439,grapes
68,32,50,30.1933,86.2544,5.5972,228.0104,rubber
89,5,55,29.1685,94.5071,6.3819,25.7262,muskmelon
21,20,31,25.8767,95.5769,5.3637,202.827,coconut
70,58,67,20.4168,62.4514,6.3205,52.5744,garlic
77,67,32,20.7707,67.8107,6.2016,99.6318,wheat
84,35,40,23.4585,88.7704,5.8643,242.6035,rice
105,21,82,24.7912,82.4797,5.4686,296.8935,cardamom
41,43,23,18.5125,50.9793,6.5703,68.8547,coriander
85,66,66,17.7843,62.1016,6.532,67.9668,onion
78,41,43,26.3222,73.9646,6.8513,195.7378,jute
101,60,68,19.5273,75.3174,6.0008,51.4618,cauliflower
50,45,122,20.9768,61.7639,6.1005,77.6079,sweetpotato
30,62,21,25.7047,68.6057,6.5228,60.5337,blackgram
91,10,46,28.8878,90.6558,6.7456,23.9445,muskmelon
66,60,80,15.4851,66.3961,6.0905,57.9809,garlic
158,27,41,19.3533,87.8029,4.9461,246.0235,tea
77,46,89,27.7298,88.427,5.7847,282.6765,ginger
148,34,62,21.0142,83.7739,4.5556,268.3943,tea
36,36,26,20.7612,47.5133,7.1982,27.9388,cumin
29,54,17,27.9313,88.7078,6.6035,42.1486,mungbean
43,43,98,22.2072,72.1267,6.3836,99.1959,sweetpotato
28,72,25,18.3943,62.6719,5.6224,159.4077,pigeonpeas
23,131,202,23.2006,93.8766,5.6403,123.3687,apple
67,39,26,25.8888,67.1369,5.976,97.0378,maize
25,51,54,26.5773,76.8732,6.4038,118.1364,soybeans
69,33,94,24.6978,72.7184,5.8819,95.5357,sweetpotato
56,43,30,19.3165,66.4378,7.4262,44.716,coriander
115,38,42,24.7905,83.4119,6.9826,85.2301,cotton
30,48,20,24.6714,43.5918,6.727,62.7604,mothbeans
50,61,44,19.8459,59.0353,6.3715,71.7777,wheat
73,39,55,25.2733,81.8273,5.2903,214.3252,rubber
24,14,33,25.8765,90.4502,6.2911,205.6888,coconut
68,39,46,33.8296,80.8636,5.8139,252.0395,rubber
45,32,29,21.333,54.2745,7.1192,29.6855,cumin
28,64,18,21.1433,18.7811,5.7431,139.9092,kidneybeans
70,38,27,20.8552,58.6716,6.0739,69.7851,maize
90,28,65,29.8722,75.6255,5.4981,295.9852,pepper
48,61,23,28.7484,62.6577,7.3133,62.9626,blackgram
13,30,33,30.5251,49.8232,6.3268,94.1278,mango
94,30,35,27.3649,60.0249,6.6268,157.2739,coffee
51,31,20,28.0039,52.7287,5.7611,37.3388,millets
42,49,23,28.9912,42.047,7.7811,32.9795,cumin
10,58,21,24.2877,43.9267,4.8355,60.582,mothbeans
44,42,94,26.2712,67.3401,6.2216,79.4385,sweetpotato
40,55,60,20.4865,67.046,7.2846,51.5722,peas
15,63,24,18.4205,22.655,5.7248,129.826,kidneybeans
33,37,28,26.1795,54.3926,6.6227,36.7616,millets
107,40,152,15.7563,81.0391,5.3983,81.4923,potato
95,75,50,26.7418,78.3599,5.8897,99.5641,banana
19,25,32,28.701,95.4772,5.8305,135.9722,coconut
